Property Name,Property Type,Description,Price,Bedrooms,Baths,Toilets,Location,City,State,Country,Images,Furnished,Features,URL
4 Bedroom Semi Detached House,Detached House,"4 bedroom House for sale Orchid Lekki Lagos Lekki Phase 2 Lekki Lagos selling for ₦200,000,000.",200000000,4,4,5,Orchid Lekki Lagos Lekki Phase 2 Lekki Lagos,Lekki,Lagos,Nigeria,"[""https://images.propertypro.ng/large/luxury-4-bedroom-semi-detached-house-dorcOce65blOO1KMXGeD.jpeg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-semi-detached-house-TzUMR6h52fiElq9IzXDd.jpeg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-semi-detached-house-7javAAuWOoPQMswHhk4B.jpeg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-semi-detached-house-YwzcTphU5LRlqLGKtbRP.jpeg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-semi-detached-house-OdkENfP6tdSHOzCNet2c.jpeg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-semi-detached-house-yuBJCcvvm0S4ZKN3AB0S.jpeg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-semi-detached-house-RVNKepEuu9LpwSW97zYt.jpeg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-semi-detached-house-rQlOQ0lSy5CZhRibr6qx.jpeg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-semi-detached-house-6HApgrPB2wE0KQM6P9UD.jpeg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-semi-detached-house-RfQqQikxveb1GGhT6Hna.jpeg""]",Fully Furnished,[],https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-lekki-phase-2-lekki-lagos-6NZYE
Affordable 4 Bedroom Terrace Duplex,Terrace Duplex,"4 bedroom House for sale Kado Abuja selling for ₦255,000,000.",255000000,4,4,5,Kado Abuja,Kado,Abuja,Nigeria,"[""https://images.propertypro.ng/large/KO63H-affordable-4-bedroom-terrace-duplex-VtDMxyGEAjqdXetEVNA7.jpg"", ""https://images.propertypro.ng/large/affordable-4-bedroom-terrace-duplex-sldFFnLHijXk4TWXQ4zL.jpg"", ""https://images.propertypro.ng/large/affordable-4-bedroom-terrace-duplex-qdANCyBsnRlJ1vDYEndb.jpg"", ""https://images.propertypro.ng/large/affordable-4-bedroom-terrace-duplex-hjBhC4RrQDvnlrPxY7EN.jpg"", ""https://images.propertypro.ng/large/affordable-4-bedroom-terrace-duplex-swoBvlxtwccwMhS0KPe6.jpg"", ""https://images.propertypro.ng/large/affordable-4-bedroom-terrace-duplex-Z1EsxhQPQnTvJWEIY2yd.jpg"", ""https://images.propertypro.ng/large/affordable-4-bedroom-terrace-duplex-vGQubMCMEqSsWddWwhmH.jpg"", ""https://images.propertypro.ng/large/affordable-4-bedroom-terrace-duplex-ndyBowqzjnCDADJAGg05.jpg"", ""https://images.propertypro.ng/large/affordable-4-bedroom-terrace-duplex-LfA45QiiB0A0w5r8W7Fl.jpg"", ""https://images.propertypro.ng/large/affordable-4-bedroom-terrace-duplex-D6J9SejhPi0sl9dZRtOn.jpg""]",Fully Furnished,"[""24 Hours Security"", ""All Room Ensuit"", ""Jacuzzi"", ""CCTV Cameras"", ""POP Ceiling"", ""Drainage System"", ""Parking Space"", ""Water Treatment"", ""Boys Quater"", ""Security doors""]",https://propertypro.ng/property/4-bedroom-house-for-sale-kado-abuja-6PAYF
Newly Built 5 Bedroom Semi Detached Duplex,Detached Duplex,"5 bedroom House for sale Mabushi Abuja selling for ₦330,000,000.",330000000,5,5,6,Mabushi Abuja,Mabushi,Abuja,Nigeria,"[""https://images.propertypro.ng/large/HvdG0-newly-built-5-bedroom-semi-detached-duplex-gFqTIIV8oNssUj0VaN5W.jpg"", ""https://images.propertypro.ng/large/newly-built-5-bedroom-semi-detached-duplex-vKEydbpWQmqV0L4BH2kN.jpg"", ""https://images.propertypro.ng/large/newly-built-5-bedroom-semi-detached-duplex-Za8KY55pScN7nTSR8Xbr.jpg"", ""https://images.propertypro.ng/large/newly-built-5-bedroom-semi-detached-duplex-2zyK0VErFdOsCbz655Ko.jpg"", ""https://images.propertypro.ng/large/newly-built-5-bedroom-semi-detached-duplex-vHEONOr6UC2I3H6Qfi8w.jpg"", ""https://images.propertypro.ng/large/newly-built-5-bedroom-semi-detached-duplex-TeCI5anARdh174GLZuFq.jpg"", ""https://images.propertypro.ng/large/newly-built-5-bedroom-semi-detached-duplex-4f12wMxrgjbG9M4ya76o.jpg"", ""https://images.propertypro.ng/large/newly-built-5-bedroom-semi-detached-duplex-5QC2YtZ4UTNATuSZ2ugA.jpg"", ""https://images.propertypro.ng/large/newly-built-5-bedroom-semi-detached-duplex-itUlQMj7VfHeprdxLRwl.jpg"", ""https://images.propertypro.ng/large/newly-built-5-bedroom-semi-detached-duplex-m13yigks1yFlbaM5L4io.jpg""]",Fully Furnished,"[""24 Hours Security"", ""All Room Ensuit"", ""24 hours Electricity"", ""Drainage System"", ""POP Ceiling"", ""Water Treatment""]",https://propertypro.ng/property/5-bedroom-house-for-sale-mabushi-abuja-0PBAM
Semi Finished 6 Bedroom Detached Duplex With Elevator,Detached Duplex,"6 bedroom House for sale Mabushi Abuja selling for ₦850,000,000.",850000000,6,6,7,Mabushi Abuja,Mabushi,Abuja,Nigeria,"[""https://images.propertypro.ng/large/HaUyK-semi-finished-6-bedroom-detached-duplex-with-elevator-ypFWv67lAteBkjCDhkS3.jpg"", ""https://images.propertypro.ng/large/semi-finished-6-bedroom-detached-duplex-with-elevator-6F8MN1dPH8zRctvkan4M.jpg"", ""https://images.propertypro.ng/large/semi-finished-6-bedroom-detached-duplex-with-elevator-xAq4VQwpvtjL3GVAgAeZ.jpg"", ""https://images.propertypro.ng/large/semi-finished-6-bedroom-detached-duplex-with-elevator-wnWkuEqOIoBkSyp2puiA.jpg"", ""https://images.propertypro.ng/large/semi-finished-6-bedroom-detached-duplex-with-elevator-QQCbauWvaGmHe6dV3DTj.jpg"", ""https://images.propertypro.ng/large/semi-finished-6-bedroom-detached-duplex-with-elevator-IGSJv2jaB4guGUR0DxzY.jpg"", ""https://images.propertypro.ng/large/semi-finished-6-bedroom-detached-duplex-with-elevator-DBOX7sMxMbjhf8QPPLCk.jpg"", ""https://images.propertypro.ng/large/semi-finished-6-bedroom-detached-duplex-with-elevator-N2XZ5LIH0MvsKxqWJTfe.jpg"", ""https://images.propertypro.ng/large/semi-finished-6-bedroom-detached-duplex-with-elevator-D9ziQAPmcp53N9J3QiBr.jpg"", ""https://images.propertypro.ng/large/semi-finished-6-bedroom-detached-duplex-with-elevator-u3Xd9O4UQq86Xtr05R6S.jpg"", ""https://images.propertypro.ng/large/semi-finished-6-bedroom-detached-duplex-with-elevator-uZXzcFFLT4XFZgjLlRLK.jpg"", ""https://images.propertypro.ng/large/semi-finished-6-bedroom-detached-duplex-with-elevator-FdTrCoJvF1nCdJzvZbdM.jpg""]",Fully Furnished,"[""All Room Ensuit"", ""C of O"", ""Elevator""]",https://propertypro.ng/property/6-bedroom-house-for-sale-mabushi-abuja-4PBEK
4 Bedroom Duplex,Duplex,"4 bedroom House for sale Kolapo Ishola Gra, Phase 2, Akobo Akobo Ibadan Oyo selling for ₦230,000,000.",230000000,4,4,5,"Kolapo Ishola Gra, Phase 2, Akobo Akobo Ibadan Oyo",Ibadan,Oyo,Nigeria,"[""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-WaYZXUIAnqLeOdZ7F39a.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-3DXTENdsIisM219zGFmR.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-aAUZzJg2UsK8Lxh5ulUA.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-xMM4nzWb2SkC36ETyuuj.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-9kKlRye9dd88s8XpEDDp.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-SrRTzhCjDX0FSB5I0EVQ.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-KZ9jgRUW9ej99Enc1iLC.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-1S9pEOKaAttdTydN1JCc.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-QjYgz7cY886FbcNFCZ6M.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-r3lN1djJiTr3gXwNvf5v.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-gQf1ARQLOBmoumTmN5Uw.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-sMZjp32CYsL5ciAokCM4.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-ikNGHeBKfEtMMCpagoEu.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-1fz9NpH2j23Y7VnmwTVP.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-7JWz2t7l1xVNVg0Fu4y5.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-SureEhJDCMpPVJvLAOI6.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-hGQD6jyYKWCHo9AFFuxR.jpg"", ""https://images.propertypro.ng/large/luxury-4-bedroom-duplex-off-plan-units-available-FeCdGTtX4nszhwVV7Un3.jpg""]",Fully Furnished,"[""All Room Ensuit"", ""POP Ceiling"", ""Security"", ""Boys Quater""]",https://propertypro.ng/property/4-bedroom-house-for-sale-kolapo-ishola-gra-phase-2-akobo-akobo-ibadan-oyo-6NQEY
Semifinished 4 Bedroom Detached Duplex,Detached Duplex,"5 bedroom House for sale Dantata District, Ahmadu Bello Way Gwarinpa Gwarinpa Abuja selling for ₦360,000,009.",360000009,5,5,5,"Dantata District, Ahmadu Bello Way Gwarinpa Gwarinpa Abuja",Gwarinpa,Abuja,Nigeria,"[""https://images.propertypro.ng/large/gSTFe-semifinished-4-bedroom-detached-duplex-HQhOVnE901JeHicul1VN.jpeg"", ""https://images.propertypro.ng/large/ELRcm-semifinished-4-bedroom-detached-duplex-pJut0rhhZYcV9ZfJsdQ6.jpeg"", ""https://images.propertypro.ng/large/79k3U-semifinished-4-bedroom-detached-duplex-4Rvfn4lJlXHXCVkc1YGT.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-detached-duplex-Y8KAPxeG74m80hdPTNdQ.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-detached-duplex-kIUTIttbDrLrBJP67EGj.jpeg"", ""https://images.propertypro.ng/large/FLFRf-semifinished-4-bedroom-detached-duplex-aMBbf4s9i0ATgD42D6ZB.jpeg"", ""https://images.propertypro.ng/large/RM63c-MGrYG-VV5Lh-bnekZ-semifinished-4-bedroom-detached-duplex-kAK1oitETN3ugCC69h7O.jpeg"", ""https://images.propertypro.ng/large/semifinished-4-bedroom-detached-duplex-VRUHbWagsYrDEfoByupj.jpeg"", ""https://images.propertypro.ng/large/KQSRD-semifinished-4-bedroom-detached-duplex-364Hajiaarodvz2EnG9E.jpeg""]",Fully Furnished,"[""Big Compound"", ""24 hours Electricity"", ""All Room Ensuit"", ""Drainage System"", ""Parking Space"", ""Security"", ""Boys Quater""]",https://propertypro.ng/property/5-bedroom-house-for-sale-dantata-district-ahmadu-bello-way-gwarinpa-gwarinpa-abuja-0PAYN
Semifinished Fully Detached 6 Bedrooms,Other,"6 bedroom House for sale Jahi Gilmore. Tarred Access And Serene Environment Jahi Abuja selling for ₦480,000,000.",480000000,6,6,7,Jahi Gilmore. Tarred Access And Serene Environment Jahi Abuja,Jahi,Abuja,Nigeria,"[""https://images.propertypro.ng/large/VxRaI-semifinished-fully-detached-6-bedrooms-XK1YVtkij9kqWmWs5Clv.jpeg"", ""https://images.propertypro.ng/large/PVb6V-semifinished-fully-detached-6-bedrooms-cwzZz7CpUdz8GMYL7t5o.jpeg"", ""https://images.propertypro.ng/large/lFDKm-semifinished-fully-detached-6-bedrooms-ndP4lgmbKCs1YoMltDQu.jpeg"", ""https://images.propertypro.ng/large/semifinished-fully-detached-6-bedrooms-zWcb0ily8Yf4iJxQHuFN.jpeg"", ""https://images.propertypro.ng/large/VfL8B-semifinished-fully-detached-6-bedrooms-pQZmwdsXAbgXWtfphDhX.jpeg"", ""https://images.propertypro.ng/large/g2HDB-semifinished-fully-detached-6-bedrooms-LRustxSbUtcGAY8lzqQs.jpeg"", ""https://images.propertypro.ng/large/semifinished-fully-detached-6-bedrooms-Fi1zgUWN5dT0GUpgCR5F.jpeg"", ""https://images.propertypro.ng/large/semifinished-fully-detached-6-bedrooms-nLGBYQDdpRnJz0NlI1Ql.jpeg"", ""https://images.propertypro.ng/large/semifinished-fully-detached-6-bedrooms-b4gi1DFNfxd2s3dGzame.jpeg"", ""https://images.propertypro.ng/large/semifinished-fully-detached-6-bedrooms-DIbMo6cbNuf8h7bOFasr.jpeg"", ""https://images.propertypro.ng/large/semifinished-fully-detached-6-bedrooms-pCDFjzzT8EH3uTB19tMn.jpeg"", ""https://images.propertypro.ng/large/semifinished-fully-detached-6-bedrooms-HyZhtIwgwLuHMejLnN33.jpeg"", ""https://images.propertypro.ng/large/semifinished-fully-detached-6-bedrooms-gPyyFprg4cvlbUni0BXq.jpeg"", ""https://images.propertypro.ng/large/semifinished-fully-detached-6-bedrooms-OxKfxJUPaLMvw7lDdP75.jpeg""]",Fully Furnished,"[""Big Compound"", ""Drainage System"", ""Parking Space"", ""C of O"", ""Security"", ""Security doors"", ""Elevator"", ""Boys Quater""]",https://propertypro.ng/property/6-bedroom-house-for-sale-jahi-gilmore-tarred-access-and-serene-environment-jahi-abuja-7PAYN
Brand New 5 Bedroom Terrace For Sale,Other,"5 bedroom House for sale Wuye Abuja selling for ₦550,000,000.",550000000,5,5,6,Wuye Abuja,Wuye,Abuja,Nigeria,"[""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-ETMuTpFamRJ3rsHnAIKT.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-YF5GjputPEwmivhNHxk9.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-rg9oVoE3p5kzQWGXeTt9.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-Gd7P9oO32QLEJY4X0BQw.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-2T27DKqEwRQIM9ulPnLf.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-RQLHTyVUJf2yhF58EH9d.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-niXGM9YzjwUaRKSUrQNC.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-fh1u1edn5ARt2sqVDOFP.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-6JNEkvyL1vyhHVOK3usy.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-FR3w3A8Y9nj9Y8yda5SY.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-2l32FHBpTROgOdaMcbzf.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-WF0fr3v3aCgpMM5BQm62.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-gpbZfUwckkbSYNr4DyIH.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-MiwYbZE8EhSvGnLyRCG4.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-ohdL0IAZp0BWhgZ41nWL.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-e9zmdY1Se0Ei6RrqCmYi.jpg"", ""https://images.propertypro.ng/large/brand-new-5-bedroom-terrace-for-sale-lUe74cmLSpRaFlqQs68X.jpg""]",Fully Furnished,[],https://propertypro.ng/property/5-bedroom-house-for-sale-wuye-abuja-2PCAJ
